代码,名称,收盘,信号,强度,操作建议,历史胜率参考
002114,罗平锌电,10.15,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002410,广联达,15.7,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
603356,华菱精工,17.58,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
000510,新金路,14.45,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002123,梦网科技,14.24,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002215,诺 普 信,11.48,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
000035,中国天楹,5.92,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
603212,赛伍技术,14.84,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
001914,招商积余,11.28,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
000758,中色股份,7.12,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002091,江苏国泰,9.21,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
600233,圆通速递,17.05,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
603276,恒兴新材,17.84,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
000576,甘化科工,11.02,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002333,罗普斯金,6.03,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002284,亚太股份,17.23,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
600251,冠农股份,10.1,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
000739,普洛药业,18.13,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
688176,亚虹医药,13.16,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002782,可立克,19.82,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
600662,外服控股,6.88,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
000600,建投能源,8.92,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002131,利欧股份,10.4,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
600983,惠而浦,10.69,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
001376,百通能源,17.7,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
600601,方正科技,12.56,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
603125,常青科技,19.1,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002258,利尔化学,15.26,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
603071,物产环能,13.93,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002918,蒙娜丽莎,17.0,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
688432,有研硅,13.78,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002645,华宏科技,15.48,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
600961,株冶集团,19.5,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
688549,中巨芯,10.31,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
000593,德龙汇能,18.28,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002667,威领股份,14.55,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002949,华阳国际,15.71,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002766,索菱股份,7.41,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002244,滨江集团,10.27,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002237,恒邦股份,14.95,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002643,万润股份,17.49,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
603050,科林电气,18.61,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
603161,科华控股,15.54,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
000683,博源化工,7.78,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
605008,长鸿高科,14.98,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
603871,嘉友国际,14.42,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002923,润都股份,13.04,起爆,80,四步到位，满足一击必中条件，建议介入/加仓,65%
002148,北纬科技,9.14,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002950,奥美医疗,11.77,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000925,众合科技,8.72,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600257,大湖股份,6.97,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000936,华西股份,8.57,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
601238,广汽集团,8.36,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000159,国际实业,6.21,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002835,同为股份,17.06,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
688189,南新制药,8.78,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000070,特发信息,11.86,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
688207,格灵深瞳,18.75,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002651,利君股份,11.83,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603153,上海建科,17.55,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600999,招商证券,17.02,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603985,恒润股份,15.94,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000728,国元证券,8.46,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000756,新华制药,16.23,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600095,湘财股份,11.51,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002373,千方科技,13.22,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
601108,财通证券,8.84,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603042,华脉科技,17.77,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002516,旷达科技,6.76,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
601878,浙商证券,10.99,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600889,南京化纤,16.2,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600579,中化装备,8.66,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600521,华海药业,17.15,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600833,第一医药,13.3,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000828,东莞控股,10.76,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002731,萃华珠宝,13.0,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
003000,劲仔食品,11.55,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002045,国光电器,15.23,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600539,狮头股份,10.64,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002585,双星新材,6.98,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002153,石基信息,16.14,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600415,小商品城,17.6,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600956,新天绿能,7.42,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
688468,科美诊断,8.07,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
688609,九联科技,9.9,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603113,金能科技,6.3,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
688505,复旦张江,8.78,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
605228,神通科技,15.63,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600643,爱建集团,5.55,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600557,康缘药业,14.98,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002347,泰尔股份,10.84,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002953,日丰股份,12.06,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002038,双鹭药业,7.71,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600055,万东医疗,17.3,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600986,浙文互联,11.15,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002225,濮耐股份,5.94,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603339,四方科技,14.21,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002907,华森制药,15.42,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000410,沈阳机床,7.48,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002561,徐家汇,9.32,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600613,神奇制药,6.2,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000531,穗恒运Ａ,6.84,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600728,佳都科技,7.15,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002067,景兴纸业,5.39,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603520,司太立,10.2,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000937,冀中能源,5.39,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002035,华帝股份,6.25,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600101,明星电力,9.85,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002078,太阳纸业,15.39,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002022,科华生物,6.21,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002248,华东数控,12.48,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603357,设计总院,8.24,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002291,遥望科技,7.35,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603095,越剑智能,17.27,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600372,中航机载,14.76,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600201,生物股份,17.01,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603028,赛福天,9.51,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600733,北汽蓝谷,8.39,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
605189,富春染织,15.11,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600739,辽宁成大,12.21,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603708,家家悦,13.3,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
601727,上海电气,9.1,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600869,远东股份,10.09,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600416,湘电股份,15.83,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002342,巨力索具,12.6,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000952,广济药业,8.15,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
688007,光峰科技,18.92,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600272,开开实业,14.36,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002752,昇兴股份,6.74,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002646,天佑德酒,8.78,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002476,宝莫股份,7.18,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002387,维信诺,8.87,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600775,南京熊猫,15.94,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000625,长安汽车,11.72,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000301,东方盛虹,10.66,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603768,常青股份,11.75,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
605500,森林包装,9.01,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000948,南天信息,18.63,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603315,福鞍股份,14.68,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002570,贝因美,6.24,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002187,广百股份,8.11,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600552,凯盛科技,14.55,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600236,桂冠电力,8.06,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002349,精华制药,7.63,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002204,大连重工,7.5,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600446,金证股份,17.3,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600789,鲁抗医药,9.22,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002197,ST证通,10.67,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002251,步步高,5.34,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002905,金逸影视,11.17,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002697,红旗连锁,6.41,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000712,锦龙股份,12.31,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
601611,中国核建,17.47,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603915,国茂股份,17.45,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000905,厦门港务,12.91,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
601789,宁波建工,5.26,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600135,乐凯胶片,11.34,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600820,隧道股份,6.56,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
601900,南方传媒,15.51,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000532,华金资本,16.73,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603679,华体科技,17.01,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600958,东方证券,10.66,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000559,万向钱潮,17.99,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603101,汇嘉时代,10.08,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002205,国统股份,13.7,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603997,继峰股份,13.64,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002583,海能达,11.8,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600390,五矿资本,5.89,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002453,华软科技,6.46,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
601186,中国铁建,7.67,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
601985,中国核电,8.87,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603033,三维股份,10.63,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002833,弘亚数控,16.98,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
605138,盛泰集团,7.01,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600765,中航重机,19.83,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002152,广电运通,13.89,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603367,辰欣药业,18.25,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603098,森特股份,14.35,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600376,首开股份,5.68,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000888,峨眉山Ａ,13.57,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002334,英威腾,9.2,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000949,新乡化纤,6.14,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600620,天宸股份,6.95,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600992,贵绳股份,13.54,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002797,第一创业,7.06,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
601968,宝钢包装,5.44,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600380,健康元,11.94,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002292,奥飞娱乐,10.06,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
605162,新中港,9.45,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600930,华电新能,6.3,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
688098,申联生物,9.54,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600288,大恒科技,15.59,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600556,天下秀,8.4,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002892,科力尔,13.16,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002951,金时科技,14.33,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002676,顺威股份,8.28,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
688389,普门科技,13.97,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
000537,中绿电,8.54,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603969,银龙股份,10.49,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
688119,中钢洛耐,8.03,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
002631,德尔未来,5.76,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600452,涪陵电力,10.42,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
600184,光电股份,19.61,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603230,内蒙新华,12.94,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
603808,歌力思,9.04,蓄势,60,缩量回调中，关注下方MA20支撑，可分批试错,65%
